,age,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,gender_code,region_category_code,membership_category_code,year,joined_through_referral_code,preferred_offer_types_code,medium_of_operation_code,internet_option_code,used_special_discount_code,offer_application_preference_code,past_complaint_code,complaint_status_code,feedback_code
334,47,2,163.43,5843.93,754.32,0,1,4,5,1,2,3,1,0,1,1,0,7
335,34,16,296.05,9945.0,638.91,1,1,2,4,1,0,3,1,0,1,0,1,7
336,60,8,95.89,27327.38,754.13,1,0,3,4,1,1,0,2,0,1,1,4,2
338,44,21,34.97,14545.9,360.5824642594399,1,1,4,5,1,2,3,0,1,0,1,4,3
339,17,3,349.92,25966.98,659.95,1,2,5,5,1,0,2,2,1,0,0,1,1
342,16,13,47.22,15403.3,672.15,0,0,5,4,2,2,3,1,0,1,0,1,3
343,50,10,446.49,21585.94,916.6038304193344,1,2,5,5,1,2,2,0,1,1,0,1,1
344,52,9,502.02,28024.35,1161.0576608386689,0,0,0,4,2,0,3,2,0,1,1,2,2
345,36,5,261.9,41808.02,892.0088304193345,1,0,1,4,1,1,2,1,1,0,1,2,1
347,54,23,59.08,36440.91,1638.2755796701956,0,0,4,5,2,2,0,2,1,0,0,1,1
348,18,17,200.63,21330.47,661.3,0,1,2,5,2,2,3,1,0,1,0,1,0
349,27,10,206.96,44254.12,683.3933333333333,1,0,3,6,1,0,2,2,1,1,0,1,4
350,38,17,162.46,3929.57,705.4866666666667,0,2,0,6,0,1,2,1,1,0,1,2,0
351,59,14,1431.6465460561053,56989.08,727.58,1,1,4,5,1,1,2,0,1,0,1,4,8
352,51,8,32.25,8879.1,796.24,0,0,3,5,2,2,0,2,1,0,1,0,7
355,47,18,33.57,5110.81,767.335,0,0,4,5,0,2,2,2,1,0,1,2,1
356,18,21,260.08,15097.46,773.63,1,1,1,6,1,2,2,0,1,0,0,1,2
357,64,13,80.09,32437.84,781.51,0,2,1,6,0,1,3,2,0,1,1,3,1
358,56,13,-849.3020119126413,2042.49,789.39,0,0,4,6,1,2,2,0,1,0,1,2,0
360,49,9,76.11,28870.14,683.65,1,0,2,4,1,1,3,1,1,0,1,0,2
362,41,10,1110.1895313975767,49615.92,786.64,0,1,3,6,1,1,3,1,1,0,1,2,1
363,25,8,305.27,28019.96,608.54,0,1,2,6,1,2,3,1,1,0,0,1,2
364,36,24,563.3,38221.0,1296.6694808427894,0,0,1,4,2,2,3,0,0,1,1,2,1
365,16,7,237.14,5061.41,989.973193087582,0,2,2,4,1,0,1,0,1,1,0,1,3
366,30,2,58.85,46895.72,792.09,1,1,5,5,2,1,3,2,0,1,1,4,7
368,29,6,274.91,43598.7,678.255,1,1,0,4,2,1,2,0,0,1,1,4,1
370,49,13,150.91,17129.53,639.82,1,0,2,4,2,0,3,0,0,1,1,0,2
371,13,9,271.76,26424.38,756.13,0,1,1,6,0,2,2,2,1,1,0,1,2
372,56,3,733.67,14436.07,297.4039450203437,1,2,3,6,0,2,1,0,1,1,1,2,5
373,36,50,1221.8222863826247,86842.83,710.92,1,1,3,5,2,1,0,2,1,1,0,1,6
375,23,4,215.75,33862.45,206.02762902057088,0,0,2,6,1,2,3,0,0,1,1,3,7
376,36,15,479.45,25392.94,587.23,0,1,2,5,1,0,0,1,1,0,0,1,0
377,20,2,352.61,1816.1,733.6,1,0,3,5,0,1,2,1,0,1,0,1,3
378,35,50,86.27,37451.91,676.89,0,0,0,6,1,1,0,1,0,1,1,2,1
379,29,19,43.5,14431.86,686.86,1,0,0,4,1,2,2,2,1,0,0,1,1
380,38,11,552.61,20308.23,615.9,0,0,2,4,2,1,0,1,1,0,1,4,2
381,46,20,393.41,15462.29,747.11,1,1,1,6,1,2,3,1,0,1,1,0,0
382,60,5,95.02,11757.89,750.89,0,0,5,5,1,1,3,0,1,0,0,1,7
383,61,25,50.63,97688.49,292.5686806719382,0,0,4,5,2,1,2,2,1,0,1,2,6
384,56,12,34.08,34687.38,717.96,0,1,1,5,2,1,2,2,0,1,0,1,6
385,41,16,34.82,33188.16,367.6930211379532,1,0,0,5,1,2,3,1,0,1,1,3,1
386,59,16,1336.2697002262353,36326.75,788.99,1,1,4,6,1,0,1,0,0,1,0,1,3
387,29,6,201.06,8436.67,1071.2433224905444,0,1,4,4,1,0,3,0,1,0,1,2,4
388,28,16,348.67,38427.15,700.81,1,0,5,5,2,1,1,0,1,0,1,4,3
389,56,14,42.78,43391.4,436.08833380250815,0,1,0,6,1,0,2,2,1,0,1,3,1
390,43,21,33.37,36894.82,701.81,0,1,1,5,1,0,2,1,0,1,0,1,1
393,60,16,101.56,5132.55,621.96,0,1,2,6,2,0,2,1,0,1,1,4,2
394,35,9,37.59,28432.23,631.14,0,0,2,6,1,2,3,0,0,1,1,4,2
395,24,2,138.61,68051.66,846.33,1,2,4,6,0,0,2,0,0,1,1,4,8
397,21,17,33.88,43649.07,777.37,1,0,1,6,2,0,0,1,0,1,1,0,3
398,16,7,117.73,31562.08,766.525,0,1,0,6,2,1,2,2,0,1,1,3,0
399,64,3,327.42,1063.13,755.68,1,2,3,4,2,1,0,1,1,0,1,0,0
400,39,8,417.99,37839.02,654.7996673080734,1,1,0,5,1,2,0,1,0,1,0,1,0
401,54,4,80.78,19793.69,676.01,0,0,0,4,1,0,3,0,0,1,0,1,7
402,63,9,96.65,24717.58,746.23,0,0,5,4,0,1,2,1,1,0,1,3,5
403,17,13,46.04,19090.42,581.33,1,0,0,5,0,1,0,1,1,0,1,3,2
404,36,16,119.69,48054.16,606.57,0,1,0,4,2,1,3,2,0,1,1,3,0
405,55,15,156.18,14801.69,645.38,1,1,5,6,1,0,2,1,0,1,1,3,1
406,24,19,58.11,7232.66,673.32,0,2,1,4,2,2,2,2,0,1,0,1,2
407,55,19,33.19,44650.25,722.465,1,1,1,4,0,0,2,0,1,0,0,1,2
408,63,13,601.21,44824.66,771.61,1,1,3,5,0,1,0,0,1,1,0,1,6
409,28,5,-84.5112875803577,14084.16,687.16,1,0,0,5,2,0,1,0,1,1,0,1,2
410,35,10,495.46,26812.57,538.4,1,1,2,6,2,0,3,2,1,1,1,2,3
411,59,15,510.73,20038.13,622.29,1,1,2,5,0,2,1,0,1,1,0,1,1
412,23,17,378.32,6289.63,717.0,0,1,5,6,1,1,3,2,0,1,0,1,7
414,36,4,247.62,17192.01,614.6,1,0,2,6,0,0,1,0,1,0,1,3,2
415,19,50,137.76,37000.31,751.89,1,1,4,6,2,2,0,1,0,1,1,3,1
416,47,15,826.23,7263.2,741.78,1,0,3,6,2,2,0,1,1,1,1,2,2
418,30,17,512.86,84959.24,759.74,1,0,4,6,2,0,3,1,0,1,0,1,6
419,29,12,523.17,48510.75,1203.693300125935,1,0,2,4,2,1,1,1,1,0,0,1,2
421,54,23,388.92,46687.09,951.689316278626,0,2,2,4,1,1,2,2,0,1,1,0,2
422,38,18,64.35,32459.02,626.88,0,2,0,6,0,0,3,0,1,0,0,1,3
423,19,8,437.82,2361.57,720.59,0,1,4,5,0,1,1,1,0,1,0,1,2
424,28,15,425.87,20552.83,734.31,0,1,5,4,0,0,1,1,1,1,0,1,2
425,57,12,400.2,32446.0,839.0,0,0,3,6,1,2,2,2,1,0,0,1,8
426,56,20,34.14,26613.52,708.39,0,2,3,5,1,1,3,1,0,1,1,4,7
428,36,15,186.4,26284.13,656.21,1,0,0,6,1,2,2,2,1,0,0,1,3
429,53,50,83.02,32966.01,584.19,1,1,4,4,2,0,2,1,1,0,1,4,7
430,13,5,1721.26,28781.74,512.17,1,1,0,4,0,0,3,1,1,1,1,2,1
431,27,10,747.05,29414.81,683.08,1,2,5,6,0,0,1,1,0,1,1,2,2
432,11,11,1228.1437288856682,2173.69,969.1398301449376,0,1,0,6,2,1,0,0,0,1,0,1,1
433,26,12,652.19,26519.82,1466.436480074614,0,0,2,4,2,2,2,1,1,1,0,1,0
434,16,11,130.05,17513.69,535.24,1,0,0,5,2,2,3,1,0,1,1,4,7
436,23,13,32.83,49711.44,485.020957757146,1,1,5,4,1,0,2,0,0,1,0,1,7
437,25,12,529.07,6325.37,744.6,0,0,3,6,2,0,2,0,1,0,1,4,2
438,16,7,47.18,2242.41,667.44,1,2,0,6,1,1,3,0,0,1,0,1,1
440,61,12,322.92,18353.67,534.9,1,1,0,5,0,2,0,0,1,0,0,1,1
441,44,13,96.76,31096.42,794.75,1,0,1,4,2,1,0,2,0,1,0,1,4
442,20,13,171.79,16554.99,777.01,0,0,1,5,1,0,0,1,0,1,0,1,3
443,27,11,249.36,28951.39,768.86,1,1,5,6,0,2,1,0,1,0,0,1,7
444,22,3,2732.7,79718.85,824.45,0,0,1,5,2,1,3,0,1,1,1,3,8
445,19,14,213.38,14581.71,713.31,0,0,5,4,2,1,2,1,1,1,0,1,1
446,49,50,68.77,2187.4,702.95,1,2,4,4,1,1,0,2,1,0,1,2,2
448,20,3,-503.7872902334716,30354.78,1030.5419407677718,1,2,2,6,1,1,3,1,1,1,1,3,1
449,52,21,30.48,1911.99,745.75,1,1,3,5,2,1,3,2,1,0,1,0,7
450,39,21,186.03,2353.19,675.41,0,1,0,4,1,0,3,1,1,0,0,1,0
451,20,20,257.51,26394.03,792.01,0,2,3,6,1,1,1,1,0,1,0,1,6
452,25,21,40.73,3069.27,658.13,1,0,2,5,0,2,0,1,0,1,1,2,7
453,16,7,280.15,61874.77,774.36,1,0,4,4,1,0,3,2,0,1,1,3,5
454,17,20,69.38,1062.77,699.24,0,1,2,4,2,0,3,2,1,0,1,2,7
455,64,50,393.4,46194.84,330.5707098730649,0,0,2,5,2,2,2,1,1,0,1,3,7
456,37,13,66.03,46020.2,529.86,0,1,0,5,2,2,3,2,0,1,0,1,3
458,36,23,125.03,10994.22,1147.9876333203838,1,0,0,5,2,1,2,0,1,0,0,1,0
459,59,21,228.5,9071.32,703.79,0,2,1,6,1,0,2,2,1,0,0,1,3
460,21,21,36.51,23137.87,723.15,1,0,4,4,1,2,2,0,0,1,1,3,3
461,17,4,406.37,14837.87,742.51,1,0,5,6,2,2,1,2,0,1,0,1,3
462,15,7,36.13,21281.1,719.2,1,1,5,4,1,1,2,1,0,1,1,4,0
463,48,14,160.61,90796.23,823.46,1,2,1,5,1,1,3,1,0,1,1,4,6
464,47,14,247.55,40684.25,701.81,1,1,5,5,2,0,2,0,1,1,0,1,7
467,51,18,55.0,8502.47,786.6,1,0,3,4,1,2,2,2,0,1,0,1,2
468,59,15,88.48,33724.01,941.458606518034,0,1,1,4,1,2,0,1,1,0,0,1,7
469,54,6,94.98,29217.32,702.21,1,0,1,4,1,2,0,2,0,1,1,0,1
471,27,10,308.34,96015.22,815.96,1,0,3,4,1,0,3,1,1,0,0,1,6
472,40,50,328.08,30949.96,767.25,1,2,4,6,2,0,2,2,1,0,1,2,0
473,17,8,1512.6,15911.62,586.72,1,1,0,4,2,1,1,2,1,0,0,1,2
474,27,17,234.72,97438.18,552.05,1,2,4,5,1,0,2,1,0,1,0,1,4
475,61,12,167.05,29100.92,517.38,1,2,0,5,2,0,3,1,0,1,1,2,0
476,35,21,74.86,7282.58,617.47,0,1,0,6,1,2,0,1,0,1,0,1,3
478,64,15,31.1,44214.34,672.58,0,0,0,5,2,2,2,2,1,0,1,0,3
479,26,50,783.85,28972.22,685.92,1,1,1,6,0,2,3,0,1,1,0,1,2
480,40,23,413.94,42743.27,655.95,1,1,5,5,1,0,1,1,1,0,0,1,3
481,57,20,640.52,6027.42,1066.0596236742886,0,0,1,6,2,0,2,1,0,1,0,1,3
482,28,12,202.8,20086.44,798.92,1,0,1,6,1,0,1,0,1,1,1,0,0
483,60,12,337.48,27396.98,614.08,1,1,0,6,1,2,3,2,0,1,1,3,0
484,51,10,299.48,38854.23,668.5,0,1,2,4,1,2,2,1,0,1,1,3,7
486,39,18,110.72,4032.05,720.15,1,2,4,6,2,1,3,1,0,1,0,1,2
487,31,50,242.79,1266.63,788.29,1,1,1,5,0,1,3,2,1,0,1,0,5
488,23,17,371.65,44996.93,507.98,1,0,2,6,1,0,2,2,0,1,0,1,1
489,60,5,113.93,14527.98,754.61,0,0,5,5,1,1,0,1,1,0,0,1,2
490,49,15,153.01,59242.98,790.36,1,0,1,6,1,1,3,0,1,0,0,1,8
491,64,22,223.8,35421.5,606.53,0,2,0,5,1,2,2,0,1,1,0,1,7
492,15,50,216.38,14244.25,621.01,0,0,2,6,2,0,1,0,0,1,0,1,2
493,51,15,92.58,47671.91,795.49,0,1,5,5,2,1,3,2,1,0,1,2,6
494,38,11,62.54,50065.89,796.93,1,1,1,4,0,1,2,2,1,0,1,0,8
495,25,7,170.95,41491.97,717.98,0,0,3,4,2,2,2,0,1,0,0,1,1
496,17,3,64.75,7475.03,753.16,0,2,5,4,2,1,2,0,0,1,0,1,8
498,47,3,152.42,43006.26,753.07,1,1,1,4,2,1,3,1,0,1,1,3,1
499,60,6,427.58,30118.88,760.59,1,1,1,4,0,1,2,1,0,1,1,4,6
500,61,50,154.23,35098.61,594.68,1,1,0,5,1,2,2,1,0,1,1,3,0
501,41,9,90.52,4542.69,309.49341247048505,1,0,5,5,1,1,2,1,1,0,0,1,7
502,39,17,72.68,13514.25,709.97,1,2,0,6,2,2,3,1,1,0,1,3,0
503,55,20,168.75,80304.79,797.72,0,1,4,5,2,1,3,0,0,1,0,1,5
504,57,17,68.53,31609.24,785.98,0,0,5,4,1,1,3,0,0,1,1,2,8
506,13,20,1009.6577851693836,8403.62,1048.8539466311267,1,0,0,4,2,0,2,2,0,1,0,1,7
507,10,10,111.62,37182.03,663.5,0,2,0,5,2,2,3,0,0,1,0,1,3
508,15,14,147.74,27224.5,710.45,1,1,0,5,2,0,2,2,0,1,0,1,7
509,53,14,438.85,63431.93,709.01,0,0,1,4,0,2,1,1,1,0,0,1,5
510,54,13,33.05,2943.43,678.77,1,0,1,4,2,2,2,1,0,1,0,1,7
512,28,17,1215.5691004317248,18178.62,771.68,1,2,4,4,0,2,3,2,0,1,0,1,5
513,39,1,77.77,30852.93,633.24,0,1,2,4,1,2,3,1,1,0,0,1,1
514,13,24,256.86,8522.0,669.02,1,1,2,4,1,1,3,2,1,0,1,2,1
515,42,26,1002.2850615217094,3883.99,382.3570052178368,0,1,1,6,1,0,3,2,0,1,1,0,0
518,41,8,474.34,64594.43,734.29,0,1,4,4,1,0,3,1,0,1,0,1,6
519,56,50,820.19,23075.09,1058.2229773754334,0,1,4,4,2,1,2,1,1,0,1,0,2
521,59,19,124.47,17185.18,663.66,0,0,5,5,2,2,2,2,1,0,1,3,2
522,50,14,-1635.8801327832282,43790.13,677.05,0,1,0,6,1,1,0,1,0,1,1,0,0
523,52,15,181.36,16715.28,567.61,0,0,2,4,1,0,3,1,1,0,1,4,3
524,43,11,80.77,49062.27,660.05,0,1,2,5,2,2,2,1,0,1,1,4,3
525,29,14,76.64,48367.6,690.27,1,1,1,6,1,2,2,1,1,0,1,3,3
526,44,23,456.32,40778.12,584.2,1,0,2,6,2,1,1,1,1,1,1,2,3
527,32,13,372.1,8269.63,639.42,0,0,2,5,2,1,1,0,1,0,0,1,3
528,40,20,191.65,1100.15,712.31,1,0,4,4,2,0,3,2,0,1,1,4,3
529,17,22,-1116.9632349163735,2327.58,535.59,1,1,0,4,2,1,3,2,0,1,1,0,7
530,60,13,443.75,4997.04,1158.5406809950105,0,0,2,5,1,2,0,1,1,0,1,4,1
532,21,20,268.22,7545.82,733.8533333333334,1,1,1,4,2,2,2,2,0,1,0,1,4
533,58,11,161.95,21004.91,718.5166666666667,0,0,1,5,2,2,3,1,0,1,0,1,2
534,12,18,-270.41094835902027,46799.94,703.18,1,0,3,4,2,1,1,0,0,1,0,1,3
535,46,15,1128.26,30416.93,583.23,1,0,0,5,2,1,1,1,0,1,0,1,7
536,53,11,35.24,9818.28,696.37,0,1,2,5,1,2,2,2,1,0,0,1,0
537,26,19,139.85,43079.79,712.06,0,2,4,4,2,2,0,2,0,1,1,0,3
539,60,16,54.28,46183.02,736.875,1,2,5,6,2,2,3,0,1,0,1,3,0
540,26,12,120.24,43873.15,781.77,1,1,3,4,1,0,3,1,0,1,1,3,8
541,52,21,660.28,24842.66,977.9051227743552,0,0,5,6,2,2,2,1,0,1,0,1,7
542,35,9,637.22,13130.72,796.47,0,0,3,5,2,1,2,0,0,1,0,1,7
543,19,23,113.95,41780.74,930.0824984158384,0,1,1,4,1,0,2,2,0,1,0,1,2
544,38,8,484.98,75202.37,742.55,1,1,5,4,2,2,2,0,1,0,1,2,8
545,59,15,-1053.7427174484346,6188.4,663.48,0,1,2,5,1,2,2,1,0,1,1,4,0
546,53,1,122.68,48377.84,706.25,0,1,5,6,1,2,3,1,0,1,1,3,4
547,60,50,497.62,34301.65,854.4310420174503,1,1,0,5,1,2,1,1,0,1,0,1,1
549,60,15,148.12,6050.02,705.49,0,1,1,6,0,0,0,2,0,1,0,1,7
550,32,14,144.36,28729.58,630.69,1,0,2,4,1,2,2,1,1,0,1,0,7
551,59,13,491.36,7884.31,569.23,0,0,2,4,2,0,1,2,1,1,0,1,1
552,61,12,380.02,24219.87,642.01,0,0,1,6,1,1,2,2,1,0,0,1,6
553,41,15,131.03,21743.59,714.79,0,1,1,6,2,0,2,2,1,0,1,4,2
554,11,13,198.02,16177.14,602.74,1,2,0,4,2,0,2,0,1,0,1,3,0
555,55,12,337.97,32544.46,414.30556148510215,0,1,4,6,1,1,1,2,1,1,1,0,1
556,13,50,33.44,58210.19,798.46,0,0,3,6,1,2,3,2,0,1,0,1,4
557,55,22,83.74,90287.87,726.3,0,1,5,6,0,0,3,0,0,1,0,1,6
558,10,13,30.63,3068.03,641.19,1,0,1,4,2,1,2,1,1,0,1,3,1
559,44,12,302.85,29277.36,655.81,1,0,1,4,1,0,3,0,1,0,1,0,7
560,63,5,100.19,26445.74,645.99,1,1,5,6,1,2,0,1,1,0,1,0,7
561,15,7,174.44,45995.05,751.25,0,1,1,5,2,0,3,2,1,0,0,1,0
562,20,50,31.96,71577.58,701.27,1,1,1,5,0,1,3,2,1,0,1,3,8
563,61,15,33.2,24172.99,701.41,1,0,1,4,1,0,3,2,1,0,0,1,2
564,26,9,128.84,19714.22,1090.3141562576045,0,2,0,5,0,0,2,1,1,0,1,2,2
565,21,7,42.96,47918.96,567.83,0,0,0,4,2,2,2,1,0,1,0,1,1
566,28,13,30.48,35613.75,1191.2848798731543,1,0,0,4,0,0,3,0,0,1,0,1,3
567,55,13,-821.935753596298,18994.77,668.82,1,1,2,6,2,1,2,0,0,1,0,1,1
568,17,14,38.32,34570.46,661.31,0,1,2,4,2,2,3,1,0,1,0,1,1
569,36,4,100.75,33779.62,538.78,1,1,0,5,0,0,2,2,0,1,1,2,1
570,20,16,30.93,32656.24,751.11,0,1,3,6,1,1,2,2,0,1,1,4,3
571,24,50,560.02,39048.06,857.1164261402422,0,1,2,5,2,0,0,2,0,1,0,1,7
572,19,6,221.89,871.91,646.77,0,0,0,6,1,2,0,2,0,1,1,4,2
574,58,14,1202.9810981735925,10162.8,768.81,1,1,5,6,2,1,3,2,0,1,0,1,7
575,49,10,1050.4532404986903,67055.04,703.4949999999999,0,1,1,6,1,1,2,1,0,1,0,1,5
576,34,17,675.17,31043.91,638.18,0,2,2,4,0,2,3,1,1,1,1,4,7
578,63,21,189.78,41915.38,715.56,1,1,3,5,0,1,3,1,0,1,0,1,2
579,45,21,221.46,8748.42,539.98,1,1,0,5,2,2,1,1,1,0,0,1,7
580,15,20,32.25,2445.59,1165.6634132532492,0,1,1,5,0,0,3,2,0,1,0,1,2
581,19,50,101.7,30138.41,772.32,1,1,4,5,2,1,0,0,0,1,1,4,1
582,38,50,251.08,70538.57,740.45,1,2,3,4,2,2,3,2,1,0,1,3,5
583,16,15,68.21,32425.38,630.9300000000001,1,1,1,6,2,0,0,2,1,0,1,3,3
584,64,5,32.88,8060.57,521.41,0,0,2,5,1,0,3,2,1,0,1,4,2
588,45,13,87.58,49737.31,707.58,0,1,0,6,2,2,3,2,1,0,0,1,3
589,30,9,154.34,42079.89,758.17,1,0,4,4,2,1,3,0,0,1,0,1,2
590,45,6,696.13,41921.12,733.55,1,0,1,6,2,1,1,0,1,1,1,4,5
591,45,15,203.34,46247.58,748.8199999999999,0,1,3,6,1,1,2,0,0,1,1,0,6
592,32,10,987.4840383856916,43322.54,764.09,1,0,4,5,1,2,0,0,1,0,1,0,0
593,40,10,208.37,36944.42,587.25,1,2,2,4,1,0,1,2,1,0,1,4,3
594,50,2,-640.8585904447714,44238.74,743.48,0,0,1,4,0,1,3,0,0,1,1,0,7
595,25,13,46.71,3291.13,1148.685594125163,1,1,1,5,2,0,3,0,1,0,0,1,1
596,46,12,306.14,8716.3,937.6963074282728,1,1,3,4,1,2,2,0,1,0,1,3,5
597,36,9,221.72,11273.22,937.6672801983298,1,0,0,6,2,0,0,1,0,1,0,1,3
598,52,9,239.34,17319.58,1250.9851968518342,1,0,1,4,1,2,2,1,1,0,0,1,0
599,34,20,34.46,16009.34,712.73,1,0,5,6,0,2,3,1,1,0,1,2,2
600,31,21,309.08,21555.53,620.94,0,1,0,5,0,2,3,1,0,1,0,1,2
601,53,8,237.58,5194.83,609.6,0,2,2,6,1,0,2,1,1,0,1,0,0
602,22,14,30.45,28732.55,656.15,0,1,2,6,2,2,3,1,0,1,1,2,0
604,20,14,51.57,34570.1,637.47,0,1,0,4,2,2,0,2,1,0,0,1,1
605,56,11,33.29,29211.77,584.89,0,0,2,5,1,2,3,0,1,0,1,2,7
606,59,16,148.71,24703.93,331.0992524792618,1,1,2,4,2,1,3,1,0,1,1,2,7
607,62,8,-560.4799564526564,25127.87,623.29,1,1,5,6,0,2,1,2,1,0,0,1,0
608,16,11,75.54,39522.48,655.74,0,2,0,5,2,0,2,0,1,0,0,1,2
611,19,21,159.09,29522.94,176.0657090086319,1,1,0,4,2,0,2,1,0,1,1,3,7
612,13,10,228.05,19004.18,632.59,0,2,5,6,1,0,2,2,1,0,0,1,2
613,14,16,114.81,2690.02,1006.6360635944916,0,2,3,4,2,0,2,1,0,1,1,2,4
615,57,16,65.6,40151.96,673.26,1,0,1,4,2,0,2,1,0,1,0,1,0
617,31,15,84.43,47009.1,714.66,0,0,1,6,1,2,0,2,0,1,0,1,1
618,29,12,31.49,23889.63,647.54,0,0,5,4,2,0,0,2,0,1,0,1,2
620,34,14,244.46,90064.38,708.04,1,1,5,6,1,1,1,0,1,0,1,3,4
621,57,9,109.08,75447.17,738.62,0,0,5,4,1,0,3,0,1,0,1,3,6
622,46,16,164.39,6970.6,764.78,0,2,1,4,2,0,2,2,0,1,0,1,3
623,41,13,34.2,35699.6,639.53,0,2,2,4,1,1,2,2,1,0,0,1,1
624,11,13,94.8,26634.27,621.99,1,2,0,4,1,1,3,1,0,1,1,2,7
625,40,50,104.47,87823.92,-301.99878045729383,0,0,4,5,2,1,3,0,1,0,0,1,6
626,43,14,34.16,47660.34,654.15,1,0,2,5,2,2,3,0,1,0,1,3,3
630,32,1,425.07,45669.06,600.48,0,1,2,4,1,2,0,2,1,0,0,1,2
631,38,8,556.21,37116.13,666.78,1,0,2,6,2,2,1,1,0,1,0,1,7
632,56,8,-718.2130917742361,10177.99,710.29,0,1,3,6,0,0,1,1,0,1,0,1,8
633,12,6,31.26,69759.67,451.73002317635394,1,0,1,6,2,2,2,2,1,0,1,0,4
634,30,10,109.41,49857.19,552.76,1,1,2,4,2,0,2,2,0,1,0,1,7
635,11,16,153.74,49437.86,622.0933333333334,0,1,2,4,1,0,2,2,0,1,0,1,3
637,41,17,469.64,73550.41,760.76,0,1,4,4,1,1,0,1,0,1,1,2,6
638,17,15,390.94,9425.86,822.23,0,0,3,5,1,1,3,1,0,1,0,1,6
639,63,5,33.36,22722.57,709.49,1,1,4,4,1,2,2,2,0,1,1,2,2
640,13,12,33.53,964.04,742.56,0,1,4,6,1,2,2,2,1,0,0,1,1
641,55,50,602.27,5584.47,771.34,1,1,3,4,2,2,2,1,0,1,0,1,3
642,20,15,155.12,27915.06,630.41,1,0,0,4,1,2,0,1,1,0,0,1,1
643,29,4,1352.2366722607887,38272.39,591.5957350275826,0,1,4,6,1,0,3,1,0,1,0,1,8
644,27,10,1797.988447726371,12182.71,688.22,0,2,2,6,2,1,3,0,1,1,0,1,3
645,60,5,101.23,35765.25,712.47,0,1,5,4,2,0,3,1,1,0,0,1,0
646,23,50,142.61,5368.41,638.2,1,0,2,6,1,0,0,1,1,0,0,1,1
647,17,50,97.92,20638.95,620.02,0,2,2,6,2,0,3,1,1,0,0,1,3
648,15,14,693.88,3450.53,688.14,1,0,5,4,2,2,1,1,1,1,1,4,3
649,38,23,62.04,45888.55,700.27,1,1,1,6,2,1,0,0,1,0,1,2,2
651,12,25,83.1,6776.04,607.29,1,0,1,4,1,1,2,1,1,0,0,1,3
653,10,15,354.19,50497.05,754.46,1,0,4,4,1,0,2,1,1,0,0,1,6
654,58,10,521.69,46525.85,765.995,0,2,5,6,2,0,1,2,1,0,0,1,2
656,34,15,619.21,45695.14,765.52,1,0,5,5,0,0,2,0,1,1,0,1,5
657,19,17,38.5,96704.84,1012.5550638298294,1,2,5,4,1,2,2,1,1,0,1,2,8
658,47,6,377.99,32128.39,655.91,1,1,5,5,2,1,2,2,1,0,0,1,7
659,43,14,226.13,37604.65,703.99,0,1,1,5,1,0,2,2,1,0,1,2,3
662,50,12,75.49,16439.65,105.42415617954418,0,0,2,5,2,2,2,2,0,1,1,2,0
664,43,12,116.96,46172.28,630.38,1,1,1,4,1,1,2,1,0,1,1,2,3
665,43,12,-542.8269185941352,18784.65,712.79,1,1,5,5,1,1,2,2,1,1,1,4,2
666,26,16,705.87,38875.74,795.2,1,2,4,4,2,0,3,2,1,0,1,4,8
667,51,6,318.78,40600.16,598.64,1,2,2,5,0,2,1,0,1,1,1,3,7
669,64,50,123.46,23009.85,730.18,0,1,5,5,2,0,3,0,0,1,1,0,2
670,13,15,61.14,24708.52,709.72,0,2,4,6,1,2,2,2,0,1,0,1,1
671,14,8,183.31,10176.3,785.0,1,0,1,6,2,2,2,0,1,0,1,3,2
672,63,12,787.44,28727.33,709.515,1,0,3,5,2,1,3,0,1,0,1,3,1
673,24,6,32.42,34163.95,634.03,0,1,0,5,2,0,3,1,1,0,0,1,0
674,39,13,131.54,13274.1,719.74,0,2,4,6,2,0,3,2,0,1,1,4,1
675,41,21,228.2,4114.85,624.13,1,1,2,6,2,0,3,0,0,1,0,1,1
676,20,10,203.05,20693.66,706.615,0,1,2,5,2,2,2,0,1,1,0,1,7
677,26,10,32.71,50040.24,789.1,1,0,3,5,2,0,3,1,0,1,0,1,6
678,57,4,733.94,22749.78,682.7,0,1,5,4,2,2,2,2,1,1,1,2,0
679,24,6,63.11,20705.84,729.85,1,0,1,4,1,1,3,0,0,1,1,0,6
680,20,50,70.73,41360.85,777.0,0,0,5,6,2,0,0,0,0,1,1,2,4
681,63,7,33.46,8625.73,746.74,1,1,3,6,1,2,3,0,1,0,0,1,8
682,63,10,230.6,64913.77,843.27,1,0,3,5,2,1,2,1,1,0,0,1,8
683,27,50,30.49,47968.41,635.32,1,2,0,6,0,0,3,0,0,1,1,3,0
684,43,13,41.91,13351.12,631.71,0,2,2,5,0,1,3,0,1,0,0,1,1
685,57,6,802.66,45849.78,758.59,1,1,4,6,2,0,3,2,0,1,0,1,8
686,53,9,34.68,24830.86,561.95,0,0,2,5,2,0,3,2,1,0,1,2,0
687,62,2,178.99,12916.79,630.79,0,0,1,4,1,0,0,0,1,0,0,1,2
688,36,14,60.91,34515.29,699.63,0,0,2,4,2,0,3,2,0,1,0,1,2
689,18,7,44.32,6339.15,769.68,1,0,5,6,2,0,3,2,1,0,0,1,3
691,14,14,231.23,14553.59,344.02061992925667,0,1,5,5,1,0,1,2,1,1,0,1,1
